Forcast,country,year,,Ratio,CO2 (mt),Carbon cycle model (tCO2),,,,Stock,DConc.,RF CO2,,Methane (mt CO2e),Emissions,Stock,DConc.,RF,T_s,T_d,Carbon cycle model (tCO2),,,Stock,DConc.,RF,RF METHANE,,Nitrous Oxide (mt CO2e),RF NO2,Stock,DConc.,RF,T_s,T_d,Carbon cycle model (tCO2),,,Stock,DConc.,RF,RF TOTAL N20,RF TOTAL,RF TOTAL Cummulative,CO2e (mt),Cumulative CO2e (mt)
HISTORIC,,,,,(mililon tCO2),C1,C2,C3,C4,(tCO2),(ppb),(W/m2),,Million CO2e,(million tCH4),(tCH4),(ppb),(nW/m2),(nK),(nK),C1,C2,C3,(tCO2),(ppb),(W/m2),,,Million CO2e,(mtN2O),(tN2O),(ppb),(W/m2),(nK),(nK),C1,C2,C3,(tCO2),(ppb),(W/m2),,,,,
HISTORIC,Argentina,1850,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1851,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1852,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1853,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1854,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1855,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1856,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1857,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1858,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1859,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1860,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1861,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1862,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1863,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1864,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1865,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1866,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1867,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1868,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1869,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1870,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1871,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1872,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1873,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1874,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1875,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1876,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1877,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1878,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1879,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1880,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1881,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1882,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1883,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1884,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1885,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1886,,,,0.000,0.000,0.000,0.000,0.000,0.00E+00,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
HISTORIC,Argentina,1887,,,1.085,0.236,0.243,0.306,0.300,1.085,1.39E-07,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00000,1.08500,1.08500
HISTORIC,Argentina,1888,,,0.89,0.429,0.442,0.549,0.484,1.904,2.44E-07,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00000,0.00001,0.89000,1.97500
HISTORIC,Argentina,1889,,,1.755,0.811,0.834,1.030,0.868,3.543,4.54E-07,0.00001,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00001,0.00001,1.75500,2.64500
HISTORIC,Argentina,1890,,,1.37,1.108,1.139,1.389,1.067,4.703,6.03E-07,0.00001,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00001,0.00001,1.37000,3.12500
HISTORIC,Argentina,1891,,,0.938,1.312,1.346,1.617,1.105,5.379,6.90E-07,0.00001,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00001,0.00002,0.93800,2.30800
HISTORIC,Argentina,1892,,,1.385,1.613,1.653,1.964,1.258,6.488,8.32E-07,0.00001,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00001,0.00002,1.38500,2.32300
HISTORIC,Argentina,1893,,,1.554,1.951,1.997,2.350,1.427,7.724,9.91E-07,0.00001,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00001,0.00002,1.55400,2.93900
HISTORIC,Argentina,1894,,,1.993,2.384,2.438,2.849,1.682,9.353,1.20E-06,0.00002,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00002,0.00003,1.99300,3.54700
HISTORIC,Argentina,1895,,,2.264,2.876,2.939,3.412,1.959,11.185,1.43E-06,0.00002,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00002,0.00004,2.26400,4.25700
HISTORIC,Argentina,1896,,,2.305,3.377,3.448,3.971,2.189,12.984,1.67E-06,0.00002,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00002,0.00004,2.30500,4.56900
HISTORIC,Argentina,1897,,,2.081,3.829,3.905,4.451,2.310,14.496,1.86E-06,0.00002,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00002,0.00005,2.08100,4.38600
HISTORIC,Argentina,1898,,,2.349,4.339,4.421,4.994,2.480,16.236,2.08E-06,0.00003,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00003,0.00005,2.34900,4.43000
HISTORIC,Argentina,1899,,,2.92,4.974,5.064,5.684,2.773,18.495,2.37E-06,0.00003,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00003,0.00006,2.92000,5.26900
HISTORIC,Argentina,1900,,,2.07,5.424,5.515,6.115,2.770,19.824,2.54E-06,0.00003,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00003,0.00007,2.07000,4.99000
HISTORIC,Argentina,1901,,,2.492,5.965,6.059,6.654,2.884,21.563,2.77E-06,0.00004,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00004,0.00007,2.49200,4.56200
HISTORIC,Argentina,1902,,,2.814,6.577,6.674,7.269,3.064,23.584,3.02E-06,0.00004,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00004,0.00008,2.81400,5.30600
HISTORIC,Argentina,1903,,,2.862,7.198,7.299,7.881,3.219,25.597,3.28E-06,0.00004,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00004,0.00008,2.86200,5.67600
HISTORIC,Argentina,1904,,,3.796,8.023,8.130,8.740,3.601,28.495,3.65E-06,0.00005,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00005,0.00009,3.79600,6.65800
HISTORIC,Argentina,1905,,,3.983,8.889,9.002,9.629,3.955,31.475,4.04E-06,0.00005,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00005,0.00010,3.98300,7.77900
HISTORIC,Argentina,1906,,,6.254,10.248,10.380,11.135,4.863,36.626,4.70E-06,0.00006,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00006,0.00012,6.25400,10.23700
HISTORIC,Argentina,1907,,,6.254,11.607,11.755,12.601,5.583,41.545,5.33E-06,0.00007,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00007,0.00013,6.25400,12.50800
HISTORIC,Argentina,1908,,,7.617,13.262,13.431,14.412,6.530,47.635,6.11E-06,0.00008,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00008,0.00015,7.61700,13.87100
HISTORIC,Argentina,1909,,,5.936,14.552,14.727,15.699,6.816,51.794,6.64E-06,0.00009,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00009,0.00017,5.93600,13.55300
HISTORIC,Argentina,1910,,,8.907,16.487,16.685,17.790,7.864,58.826,7.54E-06,0.00010,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00010,0.00019,8.90700,14.84300
HISTORIC,Argentina,1911,,,9.944,18.648,18.870,20.118,8.981,66.618,8.54E-06,0.00011,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00011,0.00021,9.94400,18.85100
HISTORIC,Argentina,1912,,,9.479,20.708,20.945,22.252,9.738,73.644,9.44E-06,0.00013,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00013,0.00024,9.47900,19.42300
HISTORIC,Argentina,1913,,,10.146,22.913,23.165,24.517,10.523,81.117,1.04E-05,0.00014,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00014,0.00026,10.14600,19.62500
HISTORIC,Argentina,1914,,,8.673,24.797,25.049,26.304,10.737,86.888,1.11E-05,0.00015,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00015,0.00029,8.67300,18.81900
HISTORIC,Argentina,1915,,,6.94,26.305,26.540,27.554,10.429,90.828,1.16E-05,0.00015,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00015,0.00030,6.94000,15.61300
HISTORIC,Argentina,1916,,,4.987,27.389,27.590,28.218,9.644,92.842,1.19E-05,0.00016,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00016,0.00031,4.98700,11.92700
HISTORIC,Argentina,1917,,,2.231,27.874,28.020,28.086,8.261,92.242,1.18E-05,0.00016,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,,,0,0.000,0.00E+00,0.00000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.00E+00,0.00000,0.00000,0.00016,0.00032,2.23100,7.21800
